chnm,Classification,casn,Code,Testname,AC50
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERR_viability,58.86343431
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERa_BLA_Antagonist_ch1,22.98375441
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERa_BLA_Antagonist_ratio,36.65559332
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERa_LUC_BG1_Agonist_Counterscreen_viability,42.83365971
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERa_LUC_BG1_Antagonist,51.35306822
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERa_LUC_BG1_Antagonist_Specificity,17.71964449
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERa_LUC_BG1_Antagonist_Specificity_viability,55.97476113
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERb_BLA_Agonist_viability,4.725021936
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERb_BLA_Antagonist_ch1,17.73990559
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERb_BLA_Antagonist_ch2,42.10630247
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERb_BLA_Antagonist_ratio,19.43384542
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ERb_BLA_Antagonist_viability,6.517491291
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ESRE_BLA_ch1,80.24490963
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_ESRE_BLA_viability,41.90830327
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_FXR_BLA_Antagonist_ch1,52.34430777
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_FXR_BLA_antagonist_ratio,69.50546101
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_GR_BLA_Agonist_ch1,39.63018661
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_GR_BLA_Antagonist_ch2,51.1096208
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_GR_BLA_Antagonist_ratio,34.49050503
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_GR_BLA_Antagonist_viability,61.62328131
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_HRE_BLA_Agonist_ch1,76.88663697
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_HSE_BLA_agonist_ch1,64.48765722
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_HSE_BLA_agonist_ratio,58.19683661
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_MMP_fitc,22.52253086
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_MMP_ratio_down,9.320292568
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_MMP_rhodamine,9.389199352
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_NFkB_BLA_agonist_ch1,74.41258432
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_PGC_ERR_Antagonist,47.13658768
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_PGC_ERR_viability,66.95601131
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_PPARg_BLA_Agonist_ch2,0.020763501
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_PPARg_BLA_Agonist_ratio,0.029031467
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_PPARg_BLA_antagonist_viability,41.11442002
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RAR_LUC_Antagonist,28.91826298
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RORg_LUC_CHO_Antagonist,23.50742529
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RORg_LUC_CHO_Antagonist_viability,58.93812279
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RT_HEK293_GLO_08hr_viability,32.37817895
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RT_HEK293_GLO_16hr_viability,40.01937144
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RT_HEK293_GLO_24hr_viability,42.41453235
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RT_HEK293_GLO_32hr_viability,41.42825555
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RT_HEK293_GLO_40hr_viability,42.79800735
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RT_HEPG2_FLO_24hr_viability,65.44917982
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RT_HEPG2_FLO_32hr_ctrl_viability,65.4560395
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RT_HEPG2_FLO_40hr_ctrl_viability,60.18771841
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_RXR_BLA_Agonist_ch2,4.361369139
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_SSH_3T3_GLI3_Antagonist,59.25076267
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_SSH_3T3_GLI3_Antagonist_viability,45.9191519
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_TR_LUC_GH3_Antagonist,20.46154927
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_TR_LUC_GH3_Antagonist_viability,54.77166576
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_TSHR_Agonist_ratio,56.37097998
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_VDR_BLA_agonist_ch2,3.953689773
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p1_ch1,59.89585251
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p1_ch2,57.01380054
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p1_ratio,32.08010833
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p1_viability,25.54028253
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p2_ch1,20.95511579
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p2_ch2,15.65486626
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p2_ratio,15.11129527
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p2_viability,34.19722139
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p3_ch1,22.30714444
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p3_ch2,17.86867435
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p3_ratio,24.99094991
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p3_viability,27.57949312
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p4_ch1,24.93075163
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p4_ch2,36.03473628
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p4_ratio,28.14895127
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p4_viability,60.6985939
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p5_ch1,20.65673998
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p5_ch2,36.35821106
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p5_ratio,25.16234704
troglitazone,MostDILI Drugs,97322-87-7,C97322877,TOX21_p53_BLA_p5_viability,73.71989713
tolcapone,MostDILI Drugs,134308-13-7,C134308137,ATG_AP_2_CIS_dn,21.31704656
tolcapone,MostDILI Drugs,134308-13-7,C134308137,ATG_BRE_CIS_up,60.54805117
tolcapone,MostDILI Drugs,134308-13-7,C134308137,ATG_CMV_CIS_up,12.70750916
tolcapone,MostDILI Drugs,134308-13-7,C134308137,ATG_E_Box_CIS_dn,16.31257281
tolcapone,MostDILI Drugs,134308-13-7,C134308137,ATG_GR_TRANS_up,127.3597834
tolcapone,MostDILI Drugs,134308-13-7,C134308137,ATG_HIF1a_CIS_up,21.10600256
tolcapone,MostDILI Drugs,134308-13-7,C134308137,ATG_MRE_CIS_up,119.0497035
tolcapone,MostDILI Drugs,134308-13-7,C134308137,ATG_PPARg_TRANS_up,16.01812557
tolcapone,MostDILI Drugs,134308-13-7,C134308137,ATG_PPRE_CIS_up,22.72660433
tolcapone,MostDILI Drugs,134308-13-7,C134308137,ATG_PXRE_CIS_up,26.25288561
tolcapone,MostDILI Drugs,134308-13-7,C134308137,ATG_VDRE_CIS_up,64.74967845
tolcapone,MostDILI Drugs,134308-13-7,C134308137,NVS_NR_hER,30.48658958
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ARE_BLA_agonist_viability,4.814159566
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_AR_BLA_Antagonist_ch1,4.41170585
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_AR_BLA_Antagonist_ch2,31.34213739
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_AR_BLA_Antagonist_ratio,26.36237408
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_AR_BLA_Antagonist_viability,30.38815323
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_AR_LUC_MDAKB2_Agonist2_viability,51.31119612
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_AR_LUC_MDAKB2_Antagonist,34.12339153
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_AR_LUC_MDAKB2_Antagonist_Specificity,58.39927462
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_AR_LUC_MDAKB2_Antagonist_Specificity_viability,55.99171621
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_AR_LUC_MDAKB2_Antagonist_viability,50.92297842
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_AhR_LUC_Agonist_viability,66.40892647
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_Aromatase_Inhibition,75.23304802
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_Aromatase_Inhibition_viability,49.14309089
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_CAR_Agonist,40.26726825
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_CAR_Agonist_viabillity,43.24743584
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_CAR_Antagonist_viability,62.85479449
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_DT40,39.31086432
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_DT40_100,43.22916035
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_DT40_657,53.98873832
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ELG1_LUC_Agonist_viability,46.85406668
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERR_Antagonist,23.13464796
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERR_viability,37.90624102
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERa_BLA_Antagonist_ch1,35.93582665
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERa_BLA_Antagonist_ratio,29.49019065
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERa_LUC_BG1_Agonist_Counterscreen_viability,31.95200301
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERa_LUC_BG1_Antagonist,16.38335072
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERa_LUC_BG1_Antagonist_Specificity,68.97898836
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERa_LUC_BG1_Antagonist_Specificity_viability,67.06916605
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERa_LUC_BG1_Antagonist_viability,21.34028066
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERb_BLA_Antagonist_ch1,12.12640425
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERb_BLA_Antagonist_ch2,35.3941725
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_ERb_BLA_Antagonist_ratio,13.44206175
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_FXR_BLA_Antagonist_ch1,23.96553344
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_FXR_BLA_Antagonist_ch2,10.17704241
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_FXR_BLA_antagonist_ratio,7.364530432
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_GR_BLA_Antagonist_ch2,27.69687225
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_GR_BLA_Antagonist_ratio,28.2363887
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_GR_BLA_Antagonist_viability,48.72289044
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_H2AX_HTRF_CHO_Agonist_ratio,66.90986369
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_HDAC_Inhibition,48.14573479
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_MMP_ratio_down,5.356094786
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_MMP_rhodamine,5.917404619
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_MMP_viability,32.65101703
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_PGC_ERR_Antagonist,33.74113717
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_PGC_ERR_viability,36.28615459
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_PPARd_BLA_Agonist_viability,21.3181549
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_PPARd_BLA_Antagonist_ch1,24.81234838
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_PPARd_BLA_antagonist_ratio,28.07394667
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_PPARg_BLA_Antagonist_ch1,12.12375108
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_PPARg_BLA_antagonist_ratio,8.48624374
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RAR_LUC_Agonist_viability,70.26030992
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RORg_LUC_CHO_Antagonist,28.41892364
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEK293_FLO_16hr_viability,16.36152252
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEK293_FLO_24hr_viability,15.49517578
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEK293_FLO_32hr_viability,16.36515104
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEK293_FLO_40hr_viability,16.36004196
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEK293_GLO_24hr_viability,60.07869512
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEK293_GLO_32hr_viability,36.97238061
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEK293_GLO_40hr_viability,35.0894665
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEPG2_FLO_40hr_ctrl_viability,33.67088874
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEPG2_GLO_00hr_ctrl_viability,57.19634353
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEPG2_GLO_24hr_ctrl_viability,39.06694731
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEPG2_GLO_32hr_ctrl_viability,39.5253646
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_RT_HEPG2_GLO_40hr_viability,41.86957383
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_SSH_3T3_GLI3_Agonist_viability,71.63041679
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_SSH_3T3_GLI3_Antagonist,27.16690314
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_SSH_3T3_GLI3_Antagonist_viability,42.87401566
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_TR_LUC_GH3_Antagonist,60.98165137
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_TR_LUC_GH3_Antagonist_viability,72.42510282
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_VDR_BLA_Antagonist_ch1,45.12945498
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p1_ch1,39.15883178
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p1_ratio,68.82968648
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p1_viability,90.14386263
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p2_ch1,38.840643
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p2_ratio,15.34930548
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p2_viability,52.41912022
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p3_ch1,6.541198301
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p3_viability,41.74262034
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p4_ch1,19.80246703
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p4_ratio,50.65185727
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p4_viability,51.81874145
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p5_ch1,13.47359869
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p5_ratio,64.2539621
tolcapone,MostDILI Drugs,134308-13-7,C134308137,TOX21_p53_BLA_p5_viability,54.73033892
tetracycline,LessDILIDrugs,60-54-8,C60548,ACEA_AR_agonist_80hr,21.74297817
tetracycline,LessDILIDrugs,60-54-8,C60548,ATG_CMV_CIS_up,87.40887127
tetracycline,LessDILIDrugs,60-54-8,C60548,ATG_ERE_CIS_up,35.64877124
tetracycline,LessDILIDrugs,60-54-8,C60548,ATG_ERa_TRANS_up,56.69180521
tetracycline,LessDILIDrugs,60-54-8,C60548,ATG_PXRE_CIS_up,21.2523767
tetracycline,LessDILIDrugs,60-54-8,C60548,ATG_RXRa_TRANS_dn,8.545003098
tetracycline,LessDILIDrugs,60-54-8,C60548,BSK_4H_uPAR_down,0.10853792
tetracycline,LessDILIDrugs,60-54-8,C60548,BSK_KF3CT_MMP9_down,19.80678429
tetracycline,LessDILIDrugs,60-54-8,C60548,BSK_hDFCGF_Proliferation_down,18.44327516
tetracycline,LessDILIDrugs,60-54-8,C60548,NCCT_TPO_AUR_dn,11.3524605
tetracycline,LessDILIDrugs,60-54-8,C60548,NCCT_TPO_GUA_dn,125.9887713
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_ENZ_hCASP5,12.80485766
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_ENZ_hDUSP3,9.665950963
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_ENZ_hElastase,24.39328313
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_ENZ_hGSK3b,28.31062007
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_ENZ_hPTPN6,40.90109191
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_ENZ_hPTPN6_Activator,16.34071508
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_ENZ_hPTPRC,8.674439801
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_ENZ_oCOX2,13.95677317
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_ENZ_rCOMT,2.992639067
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_GPCR_hNK2,22.77696718
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_GPCR_mCCKAPeripheral,28.30476673
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_NR_cAR,27.70059962
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_NR_hGR,24.40338491
tetracycline,LessDILIDrugs,60-54-8,C60548,NVS_NR_rAR,19.56501207
tetracycline,LessDILIDrugs,60-54-8,C60548,TOX21_DT40_100,92.50215415
tetracycline,LessDILIDrugs,60-54-8,C60548,TOX21_RXR_BLA_Agonist_ch2,70.86324952
celecoxib,LessDILIDrugs,169590-42-5,C169590425,ACEA_AR_agonist_AUC_viability,14.78472811
celecoxib,LessDILIDrugs,169590-42-5,C169590425,ACEA_AR_antagonist_80hr,8.374474909
celecoxib,LessDILIDrugs,169590-42-5,C169590425,ACEA_AR_antagonist_AUC_viability,12.38550562
celecoxib,LessDILIDrugs,169590-42-5,C169590425,ACEA_ER_AUC_viability,79.73781142
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_CellCycleArrest_72h_dn,38.65477142
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_CellLoss_24h_dn,66.12434352
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_CellLoss_72h_dn,46.60354208
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_MitoMass_24h_dn,72.54090157
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_MitoticArrest_24h_up,57.47008098
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_NuclearSize_24h_dn,118.4137546
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_NuclearSize_72h_up,124.9400985
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_OxidativeStress_24h_up,122.9272144
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_OxidativeStress_72h_up,122.9344036
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_StressKinase_72h_up,119.5037237
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_p53Act_24h_up,98.12686156
celecoxib,LessDILIDrugs,169590-42-5,C169590425,APR_HepG2_p53Act_72h_up,106.4754417
celecoxib,LessDILIDrugs,169590-42-5,C169590425,ATG_DR4_LXR_CIS_dn,8.371514772
celecoxib,LessDILIDrugs,169590-42-5,C169590425,ATG_IR1_CIS_dn,12.7118576
celecoxib,LessDILIDrugs,169590-42-5,C169590425,ATG_MRE_CIS_up,6.916620388
celecoxib,LessDILIDrugs,169590-42-5,C169590425,ATG_NRF2_ARE_CIS_up,6.223208184
celecoxib,LessDILIDrugs,169590-42-5,C169590425,ATG_PXRE_CIS_up,2.245368174
celecoxib,LessDILIDrugs,169590-42-5,C169590425,ATG_VDRE_CIS_up,5.982383675
celecoxib,LessDILIDrugs,169590-42-5,C169590425,ATG_XTT_Cytotoxicity_up,91.51962194
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_Eselectin_down,14.64964788
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_HLADR_down,33.41420425
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_ICAM1_down,33.10973808
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_IL8_down,25.37818356
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_MCP1_down,32.87667752
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_MIG_down,32.68186489
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_Proliferation_down,11.27001135
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_SRB_down,17.90337401
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_Thrombomodulin_up,21.64586315
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_TissueFactor_down,32.74244655
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_VCAM1_down,26.44278872
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_Vis_down,32.68107594
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_3C_uPAR_down,18.94621666
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_4H_Eotaxin3_down,33.3129034
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_4H_MCP1_down,12.95387931
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_4H_Pselectin_down,12.05753699
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_4H_SRB_down,22.82449918
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_4H_VCAM1_down,28.15253207
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_4H_uPAR_down,17.8840848
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_BE3C_HLADR_down,28.01135731
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_BE3C_IL1a_down,26.71746974
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_BE3C_IP10_down,13.94939632
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_BE3C_MIG_down,34.28529959
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_BE3C_MMP1_down,33.67521013
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_BE3C_PAI1_down,30.71398277
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_BE3C_SRB_down,23.82667644
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_BE3C_TGFb1_down,43.44330011
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_BE3C_tPA_down,20.24320993
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_BE3C_uPAR_down,34.15797989
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_BE3C_uPA_down,28.98869653
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_HLADR_down,26.83745773
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_IL6_down,25.52278448
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_IL8_down,25.14223219
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_LDLR_down,18.46265238
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_MCP1_down,33.27830158
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_MCSF_down,33.79636016
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_MIG_down,33.93789807
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_Proliferation_down,25.12961593
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_SAA_down,33.54670712
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_SRB_down,28.23728368
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_Thrombomodulin_up,0.797898385
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_TissueFactor_down,36.38012267
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_VCAM1_down,14.98423993
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_CASM3C_uPAR_down,30.14520983
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_LPS_CD40_down,15.89943421
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_LPS_Eselectin_down,32.93606005
celecoxib,LessDILIDrugs,169590-42-5,C169590425,BSK_LPS_IL1a_down,23.733202
